WaterbodyID,Length,Age
00672SHUL,440,7
00672SHUL,445,10
00672SHUL,449,7
00672SHUL,455,10
00672SHUL,460,9
00672SHUL,470,9
00672SHUL,480,8
00672SHUL,490,8
00672SHUL,495,6
00672SHUL,510,10
00672SHUL,520,8
00672SHUL,525,9
00672SHUL,530,11
00672SHUL,540,9
00672SHUL,550,7
00672SHUL,555,10
00672SHUL,560,7
00672SHUL,575,7
00672SHUL,580,7
00672SHUL,600,16
00672SHUL,605,12
00672SHUL,610,10
00672SHUL,615,12
00672SHUL,625,11
00672SHUL,630,19
00672SHUL,635,9
00672SHUL,640,13
00672SHUL,645,13
00672SHUL,650,9
00672SHUL,655,16
00672SHUL,660,12
00672SHUL,680,20
00672SHUL,690,10
00672SHUL,695,14
00672SHUL,700,12
00672SHUL,705,41
00672SHUL,710,11
00672SHUL,720,26
00672SHUL,730,18
00672SHUL,740,19
00672SHUL,750,14
00672SHUL,770,22
00672SHUL,780,14
00672SHUL,300,3
00672SHUL,380,5
00672SHUL,400,9
00672SHUL,405,5
00672SHUL,410,5
00672SHUL,425,7
00672SHUL,430,7
00672SHUL,440,6
00672SHUL,445,6
00672SHUL,450,7
00672SHUL,460,5
00672SHUL,470,4
00672SHUL,480,3
00672SHUL,485,5
00672SHUL,490,4
00672SHUL,495,11
00672SHUL,500,7
00672SHUL,510,6
00672SHUL,520,6
00672SHUL,525,5
00672SHUL,530,5
00672SHUL,540,5
00672SHUL,550,8
00672SHUL,555,10
00672SHUL,560,6
00672SHUL,565,8
00672SHUL,570,7
00672SHUL,575,8
00672SHUL,580,6
00672SHUL,590,11
00672SHUL,600,10
00672SHUL,605,9
00672SHUL,610,7
00672SHUL,620,7
00672SHUL,625,8
00672SHUL,630,10
00672SHUL,640,6
00672SHUL,645,13
00672SHUL,655,14
00672SHUL,660,11
00672SHUL,665,7
00672SHUL,675,8
00672SHUL,680,5
00672SHUL,685,16
00672SHUL,690,12
00672SHUL,695,15
00672SHUL,700,12
00672SHUL,705,14
00672SHUL,710,12
00672SHUL,715,9
00672SHUL,720,17
00672SHUL,730,13
00672SHUL,740,14
00672SHUL,750,21
00672SHUL,760,19
00672SHUL,765,17
00672SHUL,810,24
00672SHUL,545,8
00672SHUL,545,8
00672SHUL,555,6
00672SHUL,555,6
00672SHUL,560,9
00672SHUL,560,9
00672SHUL,575,13
00672SHUL,575,13
00672SHUL,580,9
00672SHUL,580,9
00672SHUL,585,7
00672SHUL,585,7
00672SHUL,590,9
00672SHUL,590,9
00672SHUL,600,9
00672SHUL,600,9
00672SHUL,600,12
00672SHUL,605,9
00672SHUL,605,9
00672SHUL,610,9
00672SHUL,610,9
00672SHUL,615,5
00672SHUL,615,5
00672SHUL,620,14
00672SHUL,640,8
00672SHUL,640,8
00672SHUL,645,14
00672SHUL,645,14
00672SHUL,650,11
00672SHUL,650,11
00672SHUL,650,12
00672SHUL,650,11
00672SHUL,660,8
00672SHUL,660,8
00672SHUL,665,16
00672SHUL,670,12
00672SHUL,670,14
00672SHUL,670,12
00672SHUL,685,12
00672SHUL,685,12
00672SHUL,690,12
00672SHUL,690,13
00672SHUL,690,12
00672SHUL,700,18
00672SHUL,705,13
00672SHUL,705,13
00672SHUL,710,11
00672SHUL,710,11
00672SHUL,720,14
00672SHUL,720,14
00672SHUL,770,16
00672SHUL,780,20
00672SHUL,370,5
00672SHUL,380,4
00672SHUL,390,4
00672SHUL,400,7
00672SHUL,410,6
00672SHUL,412,7
00672SHUL,415,8
00672SHUL,419,5
00672SHUL,430,7
00672SHUL,430,10
00672SHUL,430,6
00672SHUL,432,7
00672SHUL,433,10
00672SHUL,435,7
00672SHUL,440,5
00672SHUL,441,7
00672SHUL,450,9
00672SHUL,450,18
00672SHUL,455,10
00672SHUL,455,8
00672SHUL,460,9
00672SHUL,460,8
00672SHUL,460,7
00672SHUL,470,7
00672SHUL,470,5
00672SHUL,480,8
00672SHUL,480,6
00672SHUL,480,11
00672SHUL,480,7
00672SHUL,484,13
00672SHUL,485,7
00672SHUL,490,8
00672SHUL,490,7
00672SHUL,495,6
00672SHUL,495,11
00672SHUL,495,7
00672SHUL,505,9
00672SHUL,508,12
00672SHUL,508,10
00672SHUL,510,15
00672SHUL,510,10
00672SHUL,510,12
00672SHUL,515,6
00672SHUL,520,8
00672SHUL,520,6
00672SHUL,520,5
00672SHUL,521,11
00672SHUL,523,14
00672SHUL,523,9
00672SHUL,530,12
00672SHUL,530,11
00672SHUL,530,8
00672SHUL,533,17
00672SHUL,540,11
00672SHUL,540,9
00672SHUL,550,11
00672SHUL,550,7
00672SHUL,550,9
00672SHUL,554,5
00672SHUL,555,7
00672SHUL,559,7
00672SHUL,560,10
00672SHUL,560,9
00672SHUL,563,15
00672SHUL,564,10
00672SHUL,566,8
00672SHUL,570,8
00672SHUL,570,7
00672SHUL,575,8
00672SHUL,580,9
00672SHUL,580,8
00672SHUL,580,13
00672SHUL,582,7
00672SHUL,583,8
00672SHUL,585,13
00672SHUL,585,12
00672SHUL,590,10
00672SHUL,590,9
00672SHUL,591,7
00672SHUL,600,16
00672SHUL,602,8
00672SHUL,605,12
00672SHUL,610,10
00672SHUL,610,11
00672SHUL,613,13
00672SHUL,615,17
00672SHUL,620,12
00672SHUL,620,11
00672SHUL,620,16
00672SHUL,620,10
00672SHUL,622,13
00672SHUL,625,14
00672SHUL,630,16
00672SHUL,630,11
00672SHUL,630,12
00672SHUL,635,19
00672SHUL,638,13
00672SHUL,640,9
00672SHUL,640,12
00672SHUL,640,13
00672SHUL,643,13
00672SHUL,645,13
00672SHUL,645,11
00672SHUL,650,16
00672SHUL,650,11
00672SHUL,650,12
00672SHUL,650,9
00672SHUL,654,10
00672SHUL,656,16
00672SHUL,660,20
00672SHUL,660,14
00672SHUL,660,11
00672SHUL,660,12
00672SHUL,660,13
00672SHUL,661,12
00672SHUL,665,23
00672SHUL,670,14
00672SHUL,670,31
00672SHUL,674,10
00672SHUL,680,20
00672SHUL,680,16
00672SHUL,685,27
00672SHUL,686,14
00672SHUL,688,21
00672SHUL,690,10
00672SHUL,694,14
00672SHUL,698,12
00672SHUL,699,30
00672SHUL,700,16
00672SHUL,704,41
00672SHUL,710,13
00672SHUL,710,21
00672SHUL,710,11
00672SHUL,710,18
00672SHUL,720,12
00672SHUL,720,16
00672SHUL,724,25
00672SHUL,727,32
00672SHUL,730,18
00672SHUL,730,29
00672SHUL,740,19
00672SHUL,747,30
00672SHUL,750,14
00672SHUL,760,23
00672SHUL,760,25
00672SHUL,760,24
00672SHUL,770,22
00672SHUL,775,14
00672SHUL,483,11
00672SHUL,724,17
00672SHUL,737,12
00672SHUL,760,14
00672SHUL,775,22
00672SHUL,787,23
00672SHUL,813,17
00672SHUL,889,20
00672SHUL,940,23
01315ATLL,310,7
01315ATLL,290,6
01315ATLL,397,7
01315ATLL,385,12
01315ATLL,395,11
01315ATLL,308,7
01315ATLL,415,15
01315ATLL,348,9
01315ATLL,461,24
01315ATLL,310,6
01315ATLL,386,14
01315ATLL,210,4
01315ATLL,277,7
01315ATLL,344,8
01315ATLL,341,8
01315ATLL,343,8
01315ATLL,342,10
01315ATLL,383,13
01315ATLL,381,12
01315ATLL,308,9
01315ATLL,186,5
01315ATLL,370,12
01315ATLL,375,10
01315ATLL,359,10
01315ATLL,315,6
01315ATLL,358,9
01315ATLL,364,13
01017WILL,802,40
01017WILL,746,26
01017WILL,692,15
01017WILL,666,21
01017WILL,666,24
01017WILL,655,16
01017WILL,609,17
01017WILL,605,30
01017WILL,594,37
01017WILL,590,14
01017WILL,583,15
01017WILL,576,13
01017WILL,555,15
01017WILL,495,13
01017WILL,482,13
01017WILL,462,12
01017WILL,459,9
01017WILL,452,8
01017WILL,450,8
01017WILL,435,10
01017WILL,386,7
01017WILL,380,6
01017WILL,309,4
01017WILL,301,4
01017WILL,650,15
01017WILL,600,11
01017WILL,520,13
01017WILL,490,9
01017WILL,215,3
00252BRID,610,16
00252BRID,526,8
00252BRID,465,7
00252BRID,460,7
00252BRID,455,6
00252BRID,440,6
00252BRID,435,6
00252BRID,430,7
00252BRID,415,6
00252BRID,410,7
00252BRID,625,23
00252BRID,600,18
00252BRID,580,28
00252BRID,550,12
00252BRID,480,18
00252BRID,475,16
00252BRID,460,19
00252BRID,455,7
00252BRID,443,5
00252BRID,440,5
00252BRID,435,8
00252BRID,425,15
00252BRID,425,13
00252BRID,420,8
00252BRID,420,11
00252BRID,405,5
00252BRID,400,6
00252BRID,397,6
00252BRID,377,4
00252BRID,370,5
00252BRID,347,6
00252BRID,313,4
00019MMUS,438,33
00019MMUS,415,20
00019MMUS,382,8
00019MMUS,363,11
00019MMUS,359,9
00019MMUS,358,11
00019MMUS,358,9
00019MMUS,358,10
00019MMUS,358,9
00019MMUS,357,10
00019MMUS,356,11
00019MMUS,355,8
00019MMUS,355,8
00019MMUS,355,9
00019MMUS,350,8
00019MMUS,348,9
00019MMUS,343,12
00019MMUS,343,8
00019MMUS,328,7
00019MMUS,328,8
00019MMUS,319,9
00019MMUS,313,9
00019MMUS,302,9
00019MMUS,285,8
00019MMUS,285,6
00019MMUS,280,6
00019MMUS,275,6
00019MMUS,273,7
00019MMUS,258,6
00019MMUS,243,8
00019MMUS,205,4
00019MMUS,192,4
00019MMUS,183,5
00019MMUS,179,3
00019MMUS,175,6
00019MMUS,170,3
00019MMUS,170,5
00019MMUS,170,4
00019MMUS,169,4
00019MMUS,142,2
00019MMUS,133,2
00019MMUS,130,2
00019MMUS,562,18
00019MMUS,377,8
00019MMUS,373,12
00019MMUS,372,9
00019MMUS,371,10
00019MMUS,370,8
00019MMUS,370,7
00019MMUS,364,9
00019MMUS,363,10
00019MMUS,361,16
00019MMUS,359,9
00019MMUS,351,7
00019MMUS,350,7
00019MMUS,342,8
00019MMUS,341,6
00019MMUS,340,8
00019MMUS,335,7
00019MMUS,331,7
00019MMUS,331,7
00019MMUS,317,7
00019MMUS,310,7
00019MMUS,308,5
00019MMUS,300,6
00019MMUS,287,6
00019MMUS,280,5
00019MMUS,396,9
00019MMUS,395,14
00019MMUS,392,10
00019MMUS,391,10
00019MMUS,390,10
00019MMUS,388,9
00019MMUS,386,9
00019MMUS,377,10
00019MMUS,364,8
00019MMUS,360,7
00019MMUS,354,7
00019MMUS,352,8
00019MMUS,333,6
00019MMUS,313,5
00019MMUS,311,5
00019MMUS,309,5
00019MMUS,302,5
00019MMUS,301,5
00019MMUS,300,6
00019MMUS,272,5
00019MMUS,266,3
00019MMUS,253,4
00582PARS,777,16
00582PARS,738,17
00582PARS,675,17
00582PARS,654,12
00582PARS,630,32
00582PARS,570,8
00582PARS,480,7
00582PARS,446,7
00582PARS,430,8
00582PARS,386,6
00582PARS,367,6
00582PARS,366,7
00582PARS,360,6
00582PARS,347,6
00582PARS,311,6
00582PARS,245,5
00582PARS,777,16
00582PARS,738,17
00582PARS,675,17
00582PARS,654,12
00582PARS,630,32
00582PARS,570,8
00582PARS,480,7
00582PARS,446,7
00582PARS,430,8
00582PARS,386,6
00582PARS,367,6
00582PARS,366,7
00582PARS,360,6
00582PARS,347,6
00582PARS,311,6
00582PARS,245,5
00797FRAN,760,24
00797FRAN,730,13
00797FRAN,700,13
00797FRAN,700,12
00797FRAN,690,13
00797FRAN,660,12
00797FRAN,650,14
00797FRAN,635,13
00797FRAN,605,12
00797FRAN,596,14
00797FRAN,585,9
00797FRAN,570,9
00797FRAN,570,13
00797FRAN,532,11
00797FRAN,522,13
00797FRAN,505,9
00797FRAN,484,12
00797FRAN,472,12
00797FRAN,462,9
00797FRAN,457,11
00797FRAN,455,8
00797FRAN,455,13
00797FRAN,444,12
00797FRAN,433,12
00797FRAN,406,8
00797FRAN,395,11
00797FRAN,372,6
00797FRAN,352,9
00797FRAN,350,11
00797FRAN,330,8
00797FRAN,290,7
00797FRAN,275,8
00797FRAN,673,14
00797FRAN,552,8
00797FRAN,395,7
00797FRAN,390,7
00797FRAN,370,6
00797FRAN,370,8
00797FRAN,291,3
00797FRAN,550,9
00797FRAN,640,11
00797FRAN,530,11
00797FRAN,560,11
00797FRAN,810,13
00797FRAN,390,6
00797FRAN,440,6
00797FRAN,760,13
00797FRAN,635,15
00797FRAN,630,11
00797FRAN,670,15
00797FRAN,255,5
00797FRAN,245,5
00797FRAN,535,11
00797FRAN,585,12
00797FRAN,565,13
00797FRAN,325,9
00797FRAN,495,11
00797FRAN,395,8
00797FRAN,610,12
00797FRAN,250,6
00797FRAN,405,9
00797FRAN,570,11
00797FRAN,725,14
00797FRAN,720,13
00797FRAN,635,14
00797FRAN,460,9
00797FRAN,515,10
00797FRAN,610,12
00797FRAN,360,9
00797FRAN,380,7
00797FRAN,465,11
00797FRAN,300,6
00797FRAN,200,5
00797FRAN,290,6
00797FRAN,460,9
00797FRAN,310,7
00797FRAN,380,7
00797FRAN,320,6
00797FRAN,350,8
00797FRAN,265,6
00797FRAN,525,11
00797FRAN,230,6
00797FRAN,355,7
00797FRAN,435,9
00797FRAN,560,12
00797FRAN,175,5
00797FRAN,350,8
00797FRAN,230,5
00797FRAN,125,4
00797FRAN,395,8
00797FRAN,375,8
00797FRAN,223,5
00797FRAN,640,15
00797FRAN,500,11
00797FRAN,490,11
00797FRAN,365,7
00797FRAN,205,5
00797FRAN,665,13
00002TUTR,605,15
00002TUTR,555,15
00002TUTR,540,12
00002TUTR,535,13
00002TUTR,525,12
00002TUTR,510,7
00002TUTR,492,12
00002TUTR,485,8
00002TUTR,470,9
00002TUTR,700,12
00002TUTR,685,11
00002TUTR,650,8
00002TUTR,650,12
00002TUTR,640,10
00002TUTR,640,9
00002TUTR,635,14
00002TUTR,635,11
00002TUTR,630,16
00002TUTR,630,8
00002TUTR,610,10
00002TUTR,610,9
00002TUTR,600,4
00002TUTR,595,5
00002TUTR,595,10
00002TUTR,590,10
00002TUTR,590,5
00002TUTR,585,10
00002TUTR,580,11
00002TUTR,580,8
00002TUTR,580,6
00002TUTR,580,9
00002TUTR,580,19
00002TUTR,575,21
00002TUTR,572,8
00002TUTR,570,14
00002TUTR,570,8
00002TUTR,565,14
00002TUTR,560,11
00002TUTR,560,9
00002TUTR,555,4
00002TUTR,555,9
00002TUTR,555,9
00002TUTR,555,6
00002TUTR,550,9
00002TUTR,550,5
00002TUTR,550,6
00002TUTR,545,7
00002TUTR,545,7
00002TUTR,540,10
00002TUTR,540,6
00002TUTR,540,6
00002TUTR,540,7
00002TUTR,540,7
00002TUTR,535,8
00002TUTR,535,8
00002TUTR,535,10
00002TUTR,530,6
00002TUTR,530,4
00002TUTR,530,7
00002TUTR,525,8
00002TUTR,525,7
00002TUTR,520,5
00002TUTR,520,9
00002TUTR,520,8
00002TUTR,520,11
00002TUTR,515,11
00002TUTR,510,8
00002TUTR,510,14
00002TUTR,510,5
00002TUTR,510,9
00002TUTR,510,7
00002TUTR,510,9
00002TUTR,500,5
00002TUTR,500,8
00002TUTR,500,5
00002TUTR,500,7
00002TUTR,495,4
00002TUTR,495,6
00002TUTR,490,6
00002TUTR,490,8
00002TUTR,490,8
00002TUTR,485,7
00002TUTR,475,5
00002TUTR,470,8
00002TUTR,460,5
00002TUTR,455,5
00002TUTR,400,5
00002TUTR,370,5
00002TUTR,649,19
00002TUTR,610,33
00002TUTR,600,20
00002TUTR,593,23
00002TUTR,591,8
00002TUTR,584,11
00002TUTR,575,21
00002TUTR,574,13
00002TUTR,570,11
00002TUTR,540,26
00002TUTR,538,28
00002TUTR,535,21
00002TUTR,533,13
00002TUTR,532,15
00002TUTR,525,23
00002TUTR,524,9
00002TUTR,523,14
00002TUTR,520,23
00002TUTR,516,14
00002TUTR,515,10
00002TUTR,515,9
00002TUTR,514,12
00002TUTR,510,14
00002TUTR,505,11
00002TUTR,504,15
00002TUTR,502,21
00002TUTR,500,9
00002TUTR,499,20
00002TUTR,497,14
00002TUTR,496,15
00002TUTR,496,11
00002TUTR,496,9
00002TUTR,493,8
00002TUTR,490,10
00002TUTR,483,26
00002TUTR,477,12
00002TUTR,473,23
00002TUTR,468,10
00002TUTR,463,9
00002TUTR,463,8
00002TUTR,423,7
00002TUTR,393,6
00002TUTR,831,12
00002TUTR,800,22
00002TUTR,795,23
00002TUTR,779,17
00002TUTR,746,17
00002TUTR,731,15
00002TUTR,729,17
00002TUTR,723,31
00002TUTR,719,11
00002TUTR,714,14
00002TUTR,708,23
00002TUTR,708,10
00002TUTR,694,15
00002TUTR,680,11
00002TUTR,666,24
00002TUTR,658,23
00002TUTR,647,18
00002TUTR,645,19
00002TUTR,629,9
00002TUTR,629,8
00002TUTR,621,24
00002TUTR,621,25
00002TUTR,619,17
00002TUTR,615,16
00002TUTR,615,7
00002TUTR,614,11
00002TUTR,612,12
00002TUTR,606,14
00002TUTR,598,15
00002TUTR,588,14
00002TUTR,587,10
00002TUTR,585,11
00002TUTR,585,20
00002TUTR,579,11
00002TUTR,573,19
00002TUTR,571,13
00002TUTR,571,12
00002TUTR,551,10
00002TUTR,547,19
00002TUTR,547,11
00002TUTR,546,20
00002TUTR,536,8
00002TUTR,535,7
00002TUTR,490,9
00002TUTR,490,13
00002TUTR,485,9
00002TUTR,485,7
00002TUTR,483,8
00002TUTR,467,7
00002TUTR,444,9
00002TUTR,407,7
00002TUTR,388,6
00002TUTR,880,20
00002TUTR,603,14
00002TUTR,580,14
00002TUTR,580,11
00002TUTR,545,14
00002TUTR,675,21
00002TUTR,655,20
00002TUTR,655,13
00002TUTR,641,17
00002TUTR,635,23
00002TUTR,635,10
00002TUTR,629,19
00002TUTR,620,16
00002TUTR,599,14
00002TUTR,598,17
00002TUTR,596,18
00002TUTR,590,16
00002TUTR,590,19
00002TUTR,587,14
00002TUTR,585,17
00002TUTR,582,14
00002TUTR,580,17
00002TUTR,573,25
00002TUTR,572,11
00002TUTR,572,19
00002TUTR,570,21
00002TUTR,562,16
00002TUTR,562,12
00002TUTR,560,12
00002TUTR,559,12
00002TUTR,558,11
00002TUTR,556,18
00002TUTR,554,23
00002TUTR,554,20
00002TUTR,552,15
00002TUTR,552,13
00002TUTR,550,11
00002TUTR,550,15
00002TUTR,549,16
00002TUTR,548,10
00002TUTR,548,9
00002TUTR,548,12
00002TUTR,545,24
00002TUTR,545,9
00002TUTR,541,16
00002TUTR,538,11
00002TUTR,538,21
00002TUTR,536,13
00002TUTR,531,11
00002TUTR,524,24
00002TUTR,521,13
00002TUTR,515,17
00002TUTR,510,11
00002TUTR,510,14
00002TUTR,510,12
00002TUTR,510,7
00002TUTR,509,11
00002TUTR,498,26
00002TUTR,492,11
00002TUTR,490,11
00002TUTR,488,11
00002TUTR,481,12
00002TUTR,470,7
00002TUTR,470,16
00002TUTR,470,12
00002TUTR,470,14
00002TUTR,460,15
00002TUTR,453,12
00002TUTR,440,14
00002TUTR,375,6
00002TUTR,850,18
00002TUTR,820,21
00002TUTR,820,20
00002TUTR,810,15
00002TUTR,810,15
00002TUTR,790,24
00002TUTR,790,21
00002TUTR,770,21
00002TUTR,770,11
00002TUTR,760,13
00002TUTR,760,15
00002TUTR,730,24
00002TUTR,730,20
00002TUTR,720,20
00002TUTR,715,15
00002TUTR,670,21
00002TUTR,660,11
00002TUTR,650,16
00002TUTR,650,17
00002TUTR,650,18
00002TUTR,650,12
00002TUTR,645,18
00002TUTR,645,19
00002TUTR,640,17
00002TUTR,640,26
00002TUTR,605,21
00002TUTR,580,24
00002TUTR,580,11
00002TUTR,550,14
00002TUTR,480,8
00002TUTR,480,11
00002TUTR,719,12
00002TUTR,702,25
00002TUTR,700,12
00002TUTR,662,15
00002TUTR,652,19
00002TUTR,639,19
00002TUTR,637,18
00002TUTR,628,11
00002TUTR,618,10
00002TUTR,608,11
00002TUTR,596,13
00002TUTR,590,19
00002TUTR,587,10
00002TUTR,585,10
00002TUTR,582,17
00002TUTR,580,15
00002TUTR,578,12
00002TUTR,578,11
00002TUTR,576,15
00002TUTR,575,12
00002TUTR,571,10
00002TUTR,568,19
00002TUTR,567,10
00002TUTR,567,13
00002TUTR,561,16
00002TUTR,558,10
00002TUTR,558,14
00002TUTR,556,11
00002TUTR,554,10
00002TUTR,553,14
00002TUTR,550,10
00002TUTR,549,13
00002TUTR,545,21
00002TUTR,543,10
00002TUTR,541,9
00002TUTR,541,11
00002TUTR,539,11
00002TUTR,538,19
00002TUTR,537,14
00002TUTR,535,11
00002TUTR,535,9
00002TUTR,535,13
00002TUTR,523,12
00002TUTR,518,8
00002TUTR,517,10
00002TUTR,508,16
00002TUTR,505,9
00002TUTR,500,9
00002TUTR,499,11
00002TUTR,493,10
00002TUTR,484,9
00002TUTR,474,8
00002TUTR,463,8
00002TUTR,822,33
00002TUTR,765,19
00002TUTR,725,11
00002TUTR,720,24
00002TUTR,690,24
00002TUTR,680,12
00002TUTR,680,23
00002TUTR,677,19
00002TUTR,673,16
00002TUTR,670,15
00002TUTR,670,29
00002TUTR,668,11
00002TUTR,665,25
00002TUTR,660,17
00002TUTR,655,18
00002TUTR,653,21
00002TUTR,652,9
00002TUTR,650,15
00002TUTR,650,9
00002TUTR,645,20
00002TUTR,642,23
00002TUTR,641,19
00002TUTR,638,15
00002TUTR,635,29
00002TUTR,630,14
00002TUTR,630,12
00002TUTR,630,21
00002TUTR,630,17
00002TUTR,630,19
00002TUTR,625,29
00002TUTR,620,21
00002TUTR,620,38
00002TUTR,620,16
00002TUTR,620,15
00002TUTR,620,34
00002TUTR,620,20
00002TUTR,619,15
00002TUTR,615,15
00002TUTR,615,21
00002TUTR,615,23
00002TUTR,613,27
00002TUTR,610,9
00002TUTR,610,14
00002TUTR,610,26
00002TUTR,604,18
00002TUTR,602,23
00002TUTR,600,20
00002TUTR,600,21
00002TUTR,599,27
00002TUTR,598,15
00002TUTR,595,16
00002TUTR,595,21
00002TUTR,595,25
00002TUTR,595,20
00002TUTR,590,14
00002TUTR,590,12
00002TUTR,590,24
00002TUTR,590,24
00002TUTR,585,21
00002TUTR,585,11
00002TUTR,585,34
00002TUTR,580,18
00002TUTR,580,22
00002TUTR,580,8
00002TUTR,580,11
00002TUTR,580,18
00002TUTR,577,18
00002TUTR,575,12
00002TUTR,574,10
00002TUTR,570,19
00002TUTR,570,12
00002TUTR,570,16
00002TUTR,570,13
00002TUTR,565,12
00002TUTR,565,22
00002TUTR,562,23
00002TUTR,560,31
00002TUTR,560,23
00002TUTR,560,12
00002TUTR,555,33
00002TUTR,555,18
00002TUTR,552,21
00002TUTR,550,28
00002TUTR,550,13
00002TUTR,545,12
00002TUTR,545,13
00002TUTR,544,32
00002TUTR,540,13
00002TUTR,540,41
00002TUTR,540,26
00002TUTR,540,12
00002TUTR,540,18
00002TUTR,540,21
00002TUTR,539,10
00002TUTR,535,13
00002TUTR,535,12
00002TUTR,534,17
00002TUTR,533,17
00002TUTR,530,13
00002TUTR,530,26
00002TUTR,530,27
00002TUTR,530,11
00002TUTR,530,28
00002TUTR,525,19
00002TUTR,525,14
00002TUTR,525,28
00002TUTR,523,19
00002TUTR,520,22
00002TUTR,520,16
00002TUTR,520,24
00002TUTR,520,14
00002TUTR,515,12
00002TUTR,510,11
00002TUTR,510,32
00002TUTR,506,9
00002TUTR,502,15
00002TUTR,500,12
00002TUTR,500,17
00002TUTR,500,15
00002TUTR,500,12
00002TUTR,496,20
00002TUTR,495,12
00002TUTR,495,14
00002TUTR,495,8
00002TUTR,495,17
00002TUTR,495,10
00002TUTR,490,11
00002TUTR,490,7
00002TUTR,490,10
00002TUTR,490,11
00002TUTR,490,15
00002TUTR,480,21
00002TUTR,475,16
00002TUTR,475,9
00002TUTR,475,8
00002TUTR,470,10
00002TUTR,470,7
00002TUTR,440,8
00002TUTR,440,8
00002TUTR,431,14
00002TUTR,343,10
00002TUTR,900,21
00002TUTR,790,16
00002TUTR,730,16
00002TUTR,700,17
00002TUTR,670,12
00002TUTR,670,17
00002TUTR,660,16
00002TUTR,655,19
00002TUTR,650,26
00002TUTR,640,30
00002TUTR,635,13
00002TUTR,620,12
00002TUTR,615,10
00002TUTR,615,17
00002TUTR,610,16
00002TUTR,610,15
00002TUTR,610,9
00002TUTR,610,13
00002TUTR,605,16
00002TUTR,600,12
00002TUTR,590,11
00002TUTR,590,11
00002TUTR,587,16
00002TUTR,585,13
00002TUTR,580,11
00002TUTR,580,8
00002TUTR,570,16
00002TUTR,570,11
00002TUTR,570,9
00002TUTR,568,17
00002TUTR,565,14
00002TUTR,563,9
00002TUTR,560,8
00002TUTR,560,18
00002TUTR,560,9
00002TUTR,560,10
00002TUTR,555,16
00002TUTR,551,9
00002TUTR,550,8
00002TUTR,545,10
00002TUTR,545,11
00002TUTR,545,15
00002TUTR,540,11
00002TUTR,540,16
00002TUTR,540,16
00002TUTR,540,9
00002TUTR,535,10
00002TUTR,535,12
00002TUTR,530,9
00002TUTR,530,8
00002TUTR,530,16
00002TUTR,525,30
00002TUTR,525,10
00002TUTR,520,8
00002TUTR,520,12
00002TUTR,520,13
00002TUTR,520,11
00002TUTR,515,9
00002TUTR,515,12
00002TUTR,510,12
00002TUTR,510,10
00002TUTR,510,12
00002TUTR,510,10
00002TUTR,505,9
00002TUTR,500,8
00002TUTR,500,9
00002TUTR,495,8
00002TUTR,495,9
00002TUTR,490,9
00002TUTR,490,7
00002TUTR,485,11
00002TUTR,480,11
00002TUTR,480,8
00002TUTR,480,11
00002TUTR,475,8
00002TUTR,470,8
00002TUTR,465,8
00002TUTR,455,10
00002TUTR,455,8
00002TUTR,365,12
00002TUTR,250,11
00002TUTR,534,7
00002TUTR,586,7
00002TUTR,104,3
00002TUTR,271,3
00002TUTR,406,3
00002TUTR,472,6
00002TUTR,456,6
00002TUTR,338,5
00002TUTR,491,6
00002TUTR,520,7
00002TUTR,293,2
00002TUTR,555,8
00002TUTR,970,18
00002TUTR,820,18
00002TUTR,760,19
00002TUTR,735,19
00002TUTR,705,14
00002TUTR,645,12
00002TUTR,620,18
00002TUTR,620,8
00002TUTR,615,14
00002TUTR,590,15
00002TUTR,590,14
00002TUTR,585,30
00002TUTR,585,25
00002TUTR,582,18
00002TUTR,580,32
00002TUTR,579,16
00002TUTR,575,25
00002TUTR,575,10
00002TUTR,570,22
00002TUTR,565,18
00002TUTR,555,18
00002TUTR,554,15
00002TUTR,550,21
00002TUTR,549,25
00002TUTR,545,14
00002TUTR,545,19
00002TUTR,535,22
00002TUTR,535,15
00002TUTR,535,20
00002TUTR,532,25
00002TUTR,530,16
00002TUTR,525,9
00002TUTR,525,15
00002TUTR,525,11
00002TUTR,523,16
00002TUTR,522,20
00002TUTR,520,15
00002TUTR,520,10
00002TUTR,520,21
00002TUTR,517,12
00002TUTR,515,18
00002TUTR,515,13
00002TUTR,513,16
00002TUTR,510,13
00002TUTR,510,21
00002TUTR,506,20
00002TUTR,505,8
00002TUTR,503,12
00002TUTR,501,12
00002TUTR,501,14
00002TUTR,500,13
00002TUTR,498,20
00002TUTR,495,7
00002TUTR,495,13
00002TUTR,495,9
00002TUTR,494,25
00002TUTR,490,27
00002TUTR,490,18
00002TUTR,490,16
00002TUTR,490,12
00002TUTR,490,34
00002TUTR,486,9
00002TUTR,485,14
00002TUTR,485,17
00002TUTR,485,10
00002TUTR,485,9
00002TUTR,480,9
00002TUTR,480,24
00002TUTR,480,11
00002TUTR,478,10
00002TUTR,477,10
00002TUTR,475,15
00002TUTR,475,12
00002TUTR,475,9
00002TUTR,474,10
00002TUTR,472,9
00002TUTR,472,7
00002TUTR,470,17
00002TUTR,470,13
00002TUTR,470,7
00002TUTR,467,18
00002TUTR,466,10
00002TUTR,465,11
00002TUTR,465,27
00002TUTR,465,11
00002TUTR,462,10
00002TUTR,460,22
00002TUTR,460,8
00002TUTR,460,26
00002TUTR,460,11
00002TUTR,460,19
00002TUTR,460,8
00002TUTR,459,9
